	IBM	IBM	IBM	IBM	IBM	INTC	INTC	INTC	INTC	INTC	MSFT	MSFT	MSFT	MSFT	MSFT	ORCL	ORCL	ORCL	ORCL	ORCL
2020-07-02 00:00:00-04:00	119.69	121.42	119.26	119.78	3132850	59.19	59.81	58.97	59.13	11893321	205.68	208.02	205.0	206.21	25117323	55.79	56.425	55.65	55.94	13563876
2020-07-06 00:00:00-04:00	121.25	121.85	119.46	120.17	3191326	58.72	59.62	58.6	59.54	15033198	208.8335	211.13	208.09	210.69	26520093	56.195	56.825	56.16	56.58	13408003
2020-07-07 00:00:00-04:00	119.0	119.51	117.33	117.63	3643782	59.07	59.57	58.14	58.3	12955359	210.45	214.67	207.99	208.24	28760244	56.35	56.95	56.215	56.31	12061375
2020-07-08 00:00:00-04:00	118.06	118.64	116.48	117.75	4533569	58.45	58.695	57.93	58.62	11429440	210.07	213.26	208.69	212.84	28227213	56.63	56.68	55.99	56.67	11010598
2020-07-09 00:00:00-04:00	118.0	118.0	115.2	115.71	4269924	58.2	58.745	57.7	58.43	17556260	216.33	216.38	211.47	214.4	29002968	56.99	57.8	56.82	57.53	14857071
2020-07-10 00:00:00-04:00	115.5	118.5699	115.29	118.33	4010439	57.95	59.69	57.83	59.55	15142712	213.62	214.08	211.08	213.65	23260516	57.47	57.52	56.69	57.39	11686381
2020-07-13 00:00:00-04:00	119.78	120.99	118.66	119.25	4181240	59.84	60.62	58.39	58.57	16707981	214.48	215.8	206.5	207.1	33360005	57.4	57.835	56.97	57.02	14614752
2020-07-14 00:00:00-04:00	118.62	120.89	117.92	120.59	3881517	57.8735	59.25	57.345	58.96	17891229	206.13	208.85	202.03	208.39	33022403	56.67	57.29	56.48	57.205	14002533
2020-07-15 00:00:00-04:00	122.4	123.96	122.15	123.0	4072199	59.03	59.34	58.42	59.03	15241139	209.56	211.33	205.03	208.05	28638402	57.42	57.84	56.38	56.62	9384013
2020-07-16 00:00:00-04:00	122.68	124.48	122.16	124.02	3645021	58.54	59.36	58.4	59.105	10237059	205.4	205.7	202.31	203.88	26229978	56.42	56.49	55.575	55.9	7048464
2020-07-17 00:00:00-04:00	124.39	125.63	123.2	125.12	3660504	59.42	60.46	59.28	59.99	14132685	204.47	205.04	201.39	202.87	27682275	56.08	56.12	54.76	54.9	12375432
2020-07-20 00:00:00-04:00	126.07	127.07	125.14	126.35	5934982	60.08	61.38	59.34	61.15	14221377	205.0	212.3	203.01	211.49	30212430	54.88	55.515	54.69	55.38	10525765
2020-07-21 00:00:00-04:00	131.16	132.17	125.8	126.08	14885624	61.515	61.9275	60.44	60.7	15743924	213.66	213.94	208.03	208.75	32788138	55.8	56.335	55.58	55.91	9342814
2020-07-22 00:00:00-04:00	125.9	129.47	125.8	128.69	7021704	61.31	61.765	60.62	61.02	15857450	209.2	212.3	208.39	211.7533	38475627	55.7	56.175	55.7	56.04	9087105
2020-07-23 00:00:00-04:00	129.1	129.37	127.15	127.34	2601158	61.255	61.74	60.27	60.49	15665945	207.19	210.92	202.19	202.6	44102464	56.0	56.36	55.6	55.76	6643508
2020-07-24 00:00:00-04:00	126.48	127.6459	125.5	125.79	3175910	52.15	52.18	49.5	50.5885	171360353	200.42	202.86	197.51	201.3	36899369	55.47	56.035	55.26	55.66	7460359
2020-07-27 00:00:00-04:00	124.86	126.32	124.71	126.2	3217350	51.03	51.14	49.465	49.5655	98869733	201.47	203.97	200.86	203.85	25380708	55.66	55.95	55.32	55.33	9077015
2020-07-28 00:00:00-04:00	125.82	126.34	124.15	124.5	6356527	49.48	50.23	49.14	49.24	53174628	203.61	204.7	201.74	201.74	20736836	55.25	55.735	55.2	55.36	20851874
2020-07-29 00:00:00-04:00	124.56	125.99	124.07	125.32	4488664	49.49	49.5	47.9	48.08	57441396	202.5	204.65	202.01	204.06	17736721	55.56	55.9	55.35	55.71	13100070
2020-07-30 00:00:00-04:00	123.71	123.9046	121.64	122.915	7358874	47.83	48.5	47.59	48.0	37676906	201.0	204.46	199.57	203.89	22636526	55.0	55.48	54.89	55.25	13698068
2020-07-31 00:00:00-04:00	122.71	122.99	121.09	122.94	8253220	48.13	48.3216	46.97	47.74	39130979	204.4	205.1	199.01	205.1	41856673	55.18	55.47	54.325	55.44	15180690
2020-08-03 00:00:00-04:00	123.5	124.41	122.15	124.31	4736574	48.27	48.62	47.74	48.29	21653372	211.52	217.64	210.44	216.54	58751854	55.78	56.09	55.49	55.99	11424974
2020-08-04 00:00:00-04:00	123.82	125.86	123.82	125.86	6250233	48.6	49.14	48.5	49.14	26350256	214.17	214.77	210.31	213.35	44497157	55.78	56.01	55.53	56.01	10863424
2020-08-05 00:00:00-04:00	126.73	126.75	124.61	125.44	6055298	49.72	49.72	48.66	48.93	26818706	214.9	215.0	211.57	212.95	25586251	56.32	56.32	55.375	55.51	10631150
2020-08-06 00:00:00-04:00	125.0	126.26	125.0	126.09	5994794	48.79	48.82	48.1	48.58	21376785	212.34	216.3705	211.55	216.35	28392245	55.49	55.6	54.935	55.29	13857737
2020-08-07 00:00:00-04:00	123.5	125.07	123.21	124.95	5662552	48.53	48.65	47.7	48.04	34861240	214.85	215.7	210.93	212.44	24613984	55.01	55.24	54.755	55.24	15785512
2020-08-10 00:00:00-04:00	126.2	127.24	126.02	127.16	5917098	48.75	49.39	48.5213	49.22	21282560	208.91	210.73	206.35	208.33	24836201	55.225	55.62	54.88	54.94	15473050
2020-08-11 00:00:00-04:00	128.76	130.47	126.61	126.76	9266932	49.63	49.73	48.06	48.19	32574531	207.155	207.65	203.14	203.33	31829739	55.24	55.46	54.135	54.29	14390223
2020-08-12 00:00:00-04:00	127.61	127.79	125.876	126.68	5283712	48.67	49.26	48.24	49.19	27247985	205.29	210.28	204.75	209.29	24332646	54.52	54.7	53.97	54.18	14529199
2020-08-13 00:00:00-04:00	125.96	126.39	124.77	125.01	2882359	49.26	49.33	48.385	48.5638	21866770	209.44	211.35	208.15	208.72	20253372	53.91	54.195	53.6786	54.03	14744242
2020-08-14 00:00:00-04:00	124.2	125.56	123.91	125.27	2254467	48.73	49.21	48.65	48.9	19866313	208.76	209.59	207.51	208.89	15731496	54.03	54.555	53.77	54.2	4495105
2020-08-17 00:00:00-04:00	125.25	125.59	124.41	124.48	5743908	49.11	49.305	48.73	48.92	17851507	209.6	211.1874	208.915	210.2492	16406243	54.2	54.39	53.66	53.99	16085190
2020-08-18 00:00:00-04:00	125.0	125.5	124.24	124.94	5089864	49.26	49.57	48.62	48.65	17126329	210.53	212.36	209.21	211.48	17160224	55.62	56.925	54.87	55.18	39577922
2020-08-19 00:00:00-04:00	124.86	125.5	123.5	123.84	6589732	48.785	48.98	48.25	48.33	22672244	211.49	212.1	209.25	209.7	21610351	55.58	56.8	55.46	56.19	30342899
2020-08-20 00:00:00-04:00	123.2	124.04	122.81	123.15	4354898	49.81	50.2	49.0	49.17	51649938	209.54	215.0	208.91	214.55	22242269	55.59	55.81	55.09	55.26	19776360
2020-08-21 00:00:00-04:00	123.01	123.4842	122.31	123.19	5131278	49.02	49.31	48.65	49.3	30778314	213.86	216.25	212.85	213.02	28938393	55.38	55.45	54.73	55.22	15281626
2020-08-24 00:00:00-04:00	123.79	126.06	123.36	125.73	6787826	49.26	49.4	48.82	49.18	26811147	214.79	215.52	212.43	213.71	21225637	55.76	56.105	55.44	56.01	12664692
2020-08-25 00:00:00-04:00	126.0	126.82	124.49	124.64	4975572	49.35	49.88	49.21	49.44	31939217	213.1	216.61	213.1	216.4564	19095068	56.15	56.75	56.02	56.09	11872622
2020-08-26 00:00:00-04:00	124.95	125.12	123.95	124.17	5483333	49.39	49.67	49.23	49.55	26665225	217.88	222.09	217.36	221.15	32650657	56.34	57.49	56.059	57.49	18700732
2020-08-27 00:00:00-04:00	124.6	125.1	123.98	124.68	6272237	49.79	49.93	49.17	49.4	21615588	222.89	231.15	219.4	226.57	53708988	57.45	58.45	56.58	57.18	29818447
2020-08-28 00:00:00-04:00	124.96	125.3	124.2187	125.07	4961995	49.57	50.8	49.46	50.43	32788008	228.18	230.644	226.58	228.94	22496097	57.33	58.16	57.205	57.88	14687965
2020-08-31 00:00:00-04:00	125.25	125.25	123.03	123.2	7109406	51.0	51.5	50.32	50.92	35491568	227.0	228.7	224.31	225.06	22743408	57.13	57.76	57.035	57.17	17719892
2020-09-01 00:00:00-04:00	122.85	123.95	122.15	123.4	5376211	50.91	51.0	50.22	50.8	26624026	225.51	227.45	224.43	227.32	21619677	57.37	58.01	57.08	57.66	17531894
2020-09-02 00:00:00-04:00	123.72	128.7	123.575	128.18	11602245	51.21	52.68	51.09	52.24	49342738	227.97	232.86	227.35	231.46	29757321	57.72	59.32	57.72	59.03	24774932
2020-09-03 00:00:00-04:00	128.19	129.95	123.65	124.46	9479006	52.5	52.62	50.135	50.39	41619660	229.27	229.31	214.9602	217.3	49536774	58.72	58.99	56.65	57.1	27780244
2020-09-04 00:00:00-04:00	124.35	125.35	121.24	122.325	10681194	50.53	51.23	49.49	50.07	38672648	215.1	218.3599	205.19	214.14	52517540	56.88	57.265	55.155	55.74	26107950
2020-09-08 00:00:00-04:00	122.16	122.87	120.71	121.27	8388772	49.26	49.9	48.85	48.91	32938947	206.5	210.03	202.2	202.65	45494926	55.35	55.79	54.87	55.32	27347124
2020-09-09 00:00:00-04:00	122.13	123.7	121.29	122.26	6465605	49.53	49.9684	49.04	49.61	23918690	207.6	214.8399	206.7	211.18	38564566	56.16	57.4	55.8601	56.96	23525300
2020-09-10 00:00:00-04:00	123.02	123.09	120.24	120.59	5638709	49.905	50.045	48.71	48.97	23409399	212.46	213.2	204.11	205.38	25334530	57.88	58.12	56.75	56.8	29284497
2020-09-11 00:00:00-04:00	121.39	122.7	120.73	121.46	6277762	49.2635	50.05	48.95	49.27	26404297	207.2	208.63	201.24	204.04	28972254	60.71	61.86	56.87	57.0	77424549
2020-09-14 00:00:00-04:00	122.36	123.38	121.76	122.07	5812926	48.85	49.72	48.85	49.41	20956455	204.24	209.2	204.03	205.3	24505446	60.86	61.5	59.35	59.46	85352772
2020-09-15 00:00:00-04:00	122.75	123.4	122.24	122.42	2193019	49.79	50.6	49.73	50.0	26398793	208.42	209.78	206.93	208.85	17280355	60.01	61.6799	59.39	60.945	27982965
2020-09-16 00:00:00-04:00	122.71	125.82	122.71	124.22	2833291	50.51	51.03	50.165	50.36	24036606	210.62	210.65	204.64	204.94	22190641	61.12	61.39	59.65	60.43	17079417
2020-09-17 00:00:00-04:00	122.76	125.55	121.97	124.92	2142022	49.37	50.485	49.3	50.28	23189538	200.05	204.33	199.96	202.96	28217200	59.42	60.61	59.0	60.2	18502580
2020-09-18 00:00:00-04:00	124.85	124.92	122.65	122.76	2484389	50.33	50.5	49.04	49.89	32519813	202.8	203.65	196.25	200.45	42598816	59.98	60.29	59.425	59.76	18096983
2020-09-21 00:00:00-04:00	120.47	120.7	118.58	120.25	3522845	49.39	49.745	48.83	49.73	22739735	197.19	202.71	196.38	202.64	33789607	62.46	62.5999	60.03	60.83	29864457
2020-09-22 00:00:00-04:00	120.33	121.45	119.53	120.52	2130403	49.89	50.21	49.47	49.94	18861174	205.06	208.1	202.075	207.38	29316994	60.38	60.75	59.46	60.62	11702663
2020-09-23 00:00:00-04:00	120.8	121.59	118.43	118.84	2593187	49.83	50.145	48.66	48.83	24421302	207.9	208.1	200.03	200.59	25085940	60.13	60.49	58.9	58.96	11615983
2020-09-24 00:00:00-04:00	118.1	119.515	116.48	118.09	3119355	48.53	49.64	48.42	49.16	22719349	199.85	205.57	199.2	203.18	27541419	58.75	59.9	58.29	59.3	8124492
2020-09-25 00:00:00-04:00	117.6	119.41	116.94	118.99	2109328	48.96	50.28	48.75	49.93	20953215	203.55	209.04	202.54	207.77	25019068	59.27	59.99	58.96	59.8	7679292
2020-09-28 00:00:00-04:00	120.57	122.33	120.41	121.73	2523888	50.53	51.46	50.16	51.45	21689039	210.95	212.57	208.06	209.61	25144753	60.03	60.54	59.47	59.6	7485342
2020-09-29 00:00:00-04:00	121.41	122.1858	120.21	120.94	3346645	51.3	51.735	50.95	51.19	16126276	209.35	210.07	206.81	207.16	19544440	59.58	60.16	59.4	59.47	10320070
2020-09-30 00:00:00-04:00	121.38	122.91	120.8	121.53	4662097	51.24	52.38	51.15	51.77	18926132	207.73	211.97	206.54	210.32	23047500	59.52	60.39	59.37	59.66	15570735
2020-10-01 00:00:00-04:00	122.36	123.3	120.355	121.11	4627090	52.4	52.72	51.99	52.26	16538752	213.41	213.99	211.34	212.46	19324159	60.17	60.27	59.45	59.68	11677706
2020-10-02 00:00:00-04:00	119.04	121.75	118.82	120.56	4410247	51.5	51.9789	50.99	51.01	18777414	208.01	210.99	205.54	206.18	24933552	58.71	59.52	58.51	58.83	11615045
2020-10-05 00:00:00-04:00	121.84	122.75	121.05	121.9	5159578	51.3	51.81	51.27	51.7	16371564	207.25	210.41	206.98	210.37	16429213	59.44	59.6664	59.09	59.56	11353688
2020-10-06 00:00:00-04:00	122.58	124.83	121.59	121.98	5521829	51.71	52.7	51.23	51.37	18445576	208.82	210.18	204.82	205.91	21775105	59.51	60.53	59.405	59.49	16214499
2020-10-07 00:00:00-04:00	122.67	124.39	122.32	124.06	4272308	51.85	52.9	51.79	52.65	17305739	207.06	210.0	206.72	209.81	18882800	59.77	60.895	59.635	60.58	13755623
2020-10-08 00:00:00-04:00	130.86	135.5	129.77	131.49	43152848	52.86	53.58	52.67	53.38	19920604	210.51	211.19	208.32	210.63	16705317	60.79	61.3	60.63	60.89	11740286
2020-10-09 00:00:00-04:00	132.0	132.0	127.6	127.81	15116063	53.55	53.85	52.67	52.84	19186774	211.475	215.86	211.25	215.81	21433543	61.15	61.38	60.86	61.14	11559726
2020-10-12 00:00:00-04:00	128.07	128.25	126.44	127.2	7969696	53.46	54.2	53.21	53.88	21228025	218.79	223.86	216.81	221.41	32788186	61.24	61.83	61.07	61.46	13877319
2020-10-13 00:00:00-04:00	126.57	127.15	124.46	125.07	9544925	54.27	54.29	53.62	53.82	14926682	222.42	225.21	220.43	222.83	22734128	61.57	61.78	60.875	60.97	11314320
2020-10-14 00:00:00-04:00	125.13	126.94	125.13	125.88	5603099	53.97	54.4	53.51	53.53	15621965	223.03	224.22	219.13	220.93	18437546	61.35	61.525	60.85	60.96	10808883
2020-10-15 00:00:00-04:00	124.08	125.215	123.85	124.88	5412250	52.66	53.98	52.62	53.87	12670637	216.95	220.36	216.01	219.66	17503283	60.27	60.74	60.075	60.53	10543584
2020-10-16 00:00:00-04:00	125.17	126.43	124.655	125.9	6871909	53.9	54.7	53.9	54.165	19053151	220.5	222.29	219.32	219.65	20389051	60.71	61.11	60.26	60.3	10735992
2020-10-19 00:00:00-04:00	126.8	127.35	125.08	125.61	9537099	54.5999	55.69	53.87	54.6	33359769	220.415	222.3	213.72	214.24	18867731	60.39	60.7517	59.39	59.62	11513117
2020-10-20 00:00:00-04:00	119.8	120.15	116.84	117.4	39869560	54.6	54.7	53.27	53.42	21027680	215.8	217.35	213.0901	214.56	17716951	59.92	60.33	59.63	59.75	15347437
2020-10-21 00:00:00-04:00	116.66	117.6899	114.79	115.03	15381673	53.14	54.035	52.82	53.49	16227564	213.12	216.92	213.12	214.785	15789881	59.22	60.11	59.22	59.67	13740804
2020-10-22 00:00:00-04:00	115.0	116.06	112.98	115.7711	13567320	53.12	54.22	53.07	53.98	24736430	213.93	216.055	211.7	214.84	17544643	59.44	59.865	58.69	59.69	20644627
2020-10-23 00:00:00-04:00	116.5	116.62	115.58	115.99	6508769	48.36	48.665	47.66	48.2	88845400	215.18	216.28	213.16	216.26	14894492	59.9	60.16	59.7101	59.91	16725404
2020-10-26 00:00:00-04:00	114.45	114.9	111.84	112.24	12782124	47.83	47.83	46.25	46.72	47032155	213.85	216.3399	208.1	210.15	29374749	58.1	58.48	56.525	57.49	32753554
2020-10-27 00:00:00-04:00	112.15	112.22	110.03	110.56	10444774	46.02	46.41	45.36	45.65	40471075	211.59	214.67	210.329	213.15	25831216	57.64	57.98	57.02	57.08	19180817
2020-10-28 00:00:00-04:00	108.66	109.73	105.92	106.7	15173402	44.93	45.285	44.2	44.2618	32544578	207.67	208.84	202.1	202.71	41576211	56.27	56.6	55.53	55.62	19053907
2020-10-29 00:00:00-04:00	107.25	109.64	106.55	108.9	11305640	44.24	44.47	43.9201	44.11	27912888	203.96	207.36	203.37	204.39	25237813	55.2	56.755	55.14	56.03	23245243
2020-10-30 00:00:00-04:00	107.9	111.8	107.75	111.66	12951137	44.1	44.795	43.61	44.2906	34016048	203.5	204.29	199.62	202.58	27625644	55.75	56.635	55.45	56.1	19756890
2020-11-02 00:00:00-05:00	112.73	113.8265	112.2572	112.96	7511238	44.96	45.055	44.24	44.465	25906782	204.2735	205.28	200.13	202.32	23032873	56.44	57.47	56.115	56.44	17240538
2020-11-03 00:00:00-05:00	114.0	115.65	113.63	114.09	7266157	44.73	45.46	44.7	44.84	28579253	203.89	208.12	203.12	206.12	21783493	57.055	57.5	56.565	56.79	12537895
2020-11-04 00:00:00-05:00	112.33	113.91	111.16	111.95	9043033	45.11	46.15	44.78	45.7	26254310	214.02	218.32	212.4185	216.32	33010015	58.0	58.09	56.35	56.48	21217593
2020-11-05 00:00:00-05:00	113.3	115.29	113.01	114.76	8492407	46.15	46.38	45.525	45.68	23967853	221.9	224.11	221.15	223.29	28617137	57.46	57.65	56.415	56.66	15168642
2020-11-06 00:00:00-05:00	115.08	115.1	113.39	114.04	8004230	45.54	45.795	44.9	45.39	26960519	222.26	224.32	218.03	223.62	20598219	56.77	56.98	56.15	56.8	12442909
2020-11-09 00:00:00-05:00	117.88	119.74	115.27	115.52	14716428	46.63	47.35	45.54	45.6	37598108	224.435	228.12	217.88	218.34	31345985	58.19	59.08	56.77	56.84	18233565
2020-11-10 00:00:00-05:00	116.69	118.17	116.25	117.85	9691602	45.4	46.48	45.25	45.44	29075635	214.5	216.5	209.72	211.02	37784540	56.91	57.24	56.2	56.66	14848204
2020-11-11 00:00:00-05:00	118.12	118.35	116.22	117.15	7703869	45.9	46.455	45.86	46.34	25288205	212.54	218.04	212.2	216.4	24660239	57.06	57.63	56.8	57.2	13271220
2020-11-12 00:00:00-05:00	115.63	116.37	113.48	114.5	11608248	46.13	46.19	44.55	44.96	34720500	217.21	219.11	214.46	215.47	17289434	57.255	57.49	56.1	56.45	12264823
2020-11-13 00:00:00-05:00	115.19	117.095	115.01	116.9	5815355	44.99	45.57	44.99	45.5666	22877117	216.53	217.38	214.18	217.31	12459320	56.88	57.07	56.545	56.925	7284256
2020-11-16 00:00:00-05:00	118.3	118.55	117.12	118.42	8472960	46.04	46.75	45.79	46.195	30943417	214.87	217.74	214.52	217.39	19104246	57.02	57.61	56.875	57.16	9956864
2020-11-17 00:00:00-05:00	117.6	118.54	117.07	117.7	6802324	45.75	46.12	45.405	45.54	27850596	216.1	217.68	214.08	214.47	20050273	57.0	57.39	56.81	57.1101	9040657
2020-11-18 00:00:00-05:00	117.72	118.88	116.75	116.75	6830502	45.55	45.685	45.04	45.04	28626985	213.65	215.17	210.93	210.97	23800497	57.12	57.29	56.24	56.24	12949901
2020-11-19 00:00:00-05:00	116.54	117.45	115.89	117.2	6020602	44.92	45.67	44.7	45.62	25572660	211.38	213.03	209.93	212.31	20398304	56.09	56.48	55.56	56.45	16577167
2020-11-20 00:00:00-05:00	117.6	118.04	116.69	116.93	7618487	45.66	45.88	45.33	45.39	18598233	212.2	213.285	210.0	210.34	18107933	56.36	56.44	55.68	55.7	13763956
2020-11-23 00:00:00-05:00	117.43	120.515	117.27	120.09	9614767	45.48	46.21	45.45	46.04	23782505	210.95	212.29	208.16	210.09	19156083	55.85	56.57	55.77	56.08	13184807
2020-11-24 00:00:00-05:00	120.86	124.73	120.805	124.46	12795528	46.29	47.3	46.01	47.0	28898718	209.59	214.25	208.86	213.86	29057043	56.6	57.9	56.36	57.57	16681890
2020-11-25 00:00:00-05:00	122.93	124.33	122.11	124.21	7516271	47.03	47.18	46.57	47.05	20897066	215.11	215.29	212.46	213.75	17654795	57.72	57.76	57.26	57.42	11118304
2020-11-27 00:00:00-05:00	124.2	125.313	123.91	124.35	3415374	47.36	48.1	47.36	47.45	14683056	214.85	216.27	214.04	215.29	11370505	57.4	57.87	57.15	57.78	9193882
2020-11-30 00:00:00-05:00	124.1	125.0	123.09	123.55	4329180	47.42	48.5	47.265	48.47	27754301	214.1	214.76	210.835	214.24	24831149	57.61	58.195	57.2	57.76	9536114
2020-12-01 00:00:00-05:00	123.9	125.83	123.08	123.2	4325221	48.75	50.225	48.71	49.56	47250744	214.51	217.32	213.35	216.21	25444010	58.2	59.28	58.01	58.75	10583813
2020-12-02 00:00:00-05:00	122.85	124.64	122.41	124.63	3153251	49.22	50.06	49.18	49.91	27489195	214.88	215.47	212.8	215.42	17971949	58.29	59.265	58.14	59.09	7752028
2020-12-03 00:00:00-05:00	124.16	124.86	123.29	123.6	3976189	49.92	51.11	49.78	51.03	34445826	214.61	216.3757	213.65	214.27	19489315	59.22	59.98	59.06	59.28	7728419
2020-12-04 00:00:00-05:00	123.97	127.38	123.64	127.17	4919108	51.06	52.65	51.0	51.985	34868146	214.22	215.38	213.18	214.4	19718805	59.31	60.55	59.27	59.97	9387630
2020-12-07 00:00:00-05:00	126.49	126.97	124.57	124.7	4548675	51.0	51.29	49.56	50.22	40268481	214.37	215.54	212.99	214.32	17290027	59.96	60.2	59.63	59.8	9590858
2020-12-08 00:00:00-05:00	125.32	126.33	124.64	125.71	3853807	49.83	50.72	49.81	50.69	23811067	213.97	216.95	212.89	215.99	18248687	58.99	59.71	58.22	59.03	12306755
2020-12-09 00:00:00-05:00	125.8	127.69	125.7	126.8	5148467	50.28	50.8383	49.73	50.05	26795083	215.16	215.225	211.214	211.41	25270464	58.89	59.91	58.8	59.73	10548781
2020-12-10 00:00:00-05:00	126.35	126.93	124.94	124.96	4088292	49.66	50.72	49.59	50.25	22271971	211.77	213.08	210.36	210.515	21350370	59.51	59.81	59.04	59.46	10305481
2020-12-11 00:00:00-05:00	124.08	125.51	123.61	124.27	3356218	50.14	50.14	49.115	49.75	22819849	210.05	213.32	209.11	213.27	25404751	60.94	61.0	59.42	60.585	13914450
2020-12-14 00:00:00-05:00	125.32	126.2435	123.47	123.53	3105540	49.82	51.34	49.74	50.45	23688110	213.1	216.21	212.88	214.19	22719582	60.83	61.6593	60.69	60.74	14314610
2020-12-15 00:00:00-05:00	124.39	125.93	123.44	125.93	3253298	50.98	51.01	50.21	50.67	20470564	215.165	215.42	212.24	214.16	20310863	61.09	62.19	60.9	61.87	13503901
2020-12-16 00:00:00-05:00	125.93	126.5728	125.286	125.53	3463918	50.71	51.46	50.68	51.12	21343711	214.75	220.11	214.72	219.19	28250581	61.87	63.19	61.85	62.78	12555893
2020-12-17 00:00:00-05:00	126.08	126.09	124.91	125.5	2935265	51.15	51.32	50.22	50.6583	16764279	219.87	220.89	217.92	219.42	24306195	62.99	64.05	62.73	63.61	12212154
2020-12-18 00:00:00-05:00	125.59	126.4	124.97	125.97	4731094	50.57	50.68	47.11	47.46	61795761	218.59	219.69	216.02	218.15	31957813	63.48	65.335	63.43	65.08	18115183
2020-12-21 00:00:00-05:00	123.97	124.18	121.72	123.35	5240316	46.32	46.45	45.24	46.39	48380218	217.55	224.0	217.2801	222.57	29644731	63.89	65.19	63.88	64.58	14275216
2020-12-22 00:00:00-05:00	123.31	124.22	122.41	123.61	3051549	46.25	46.34	45.765	46.19	24791451	222.69	225.63	221.85	223.97	19271948	64.56	66.0	64.43	65.26	14089469
2020-12-23 00:00:00-05:00	123.88	125.21	123.74	123.9	2374965	46.165	47.03	46.07	46.57	19616296	223.11	223.5589	220.8	221.02	15366146	65.26	66.2	65.15	65.3	11150015
2020-12-24 00:00:00-05:00	125.0	125.1	124.21	124.78	1635692	46.6	47.09	46.34	47.07	10939666	221.42	223.61	221.2	222.71	9704782	65.05	65.59	64.78	64.95	3320413
2020-12-28 00:00:00-05:00	125.1	126.6	124.46	124.82	2833750	47.19	47.635	46.86	47.08	18065004	224.45	226.03	223.02	224.96	15814383	65.41	65.69	64.75	64.87	5913831
2020-12-29 00:00:00-05:00	125.35	125.48	123.24	123.82	3124666	47.22	50.6667	46.49	49.375	81948758	226.31	227.18	223.58	224.29	15518607	65.25	65.27	64.225	64.47	7000085
2020-12-30 00:00:00-05:00	123.8	124.85	123.63	124.43	2921086	49.11	49.19	48.56	48.74	29512726	225.23	225.63	221.47	221.68	16214759	64.8	64.91	64.345	64.41	4531968
2020-12-31 00:00:00-05:00	124.22	126.03	123.99	125.8	2929352	48.75	50.19	48.72	49.82	25275498	221.7	223.0	219.68	222.37	15660731	64.34	64.77	64.01	64.67	5361582
