	ENPH	ENPH	ENPH	ENPH	ENPH	SPCE	SPCE	SPCE	SPCE	SPCE	SQ	SQ	SQ	SQ	SQ	UBER	UBER	UBER	UBER	UBER
2020-07-22 00:00:00-04:00	61.19	63.49	60.96	62.05	2611318.0	24.53	26.53	24.5	25.54	26390408.0	127.49	131.71	127.06	129.12	7727095	32.44	32.88	32.33	32.66	11600613.0
2020-07-23 00:00:00-04:00	62.46	65.43	60.3	61.67	3908106.0	26.13	27.55	23.81	25.12	38553981.0	127.74	129.8494	121.32	122.94	8855285	32.33	33.02	31.983	32.16	11377045.0
2020-07-24 00:00:00-04:00	56.83	60.2	56.71	59.66	2774244.0	23.77	24.85	23.1	24.29	16257018.0	118.87	122.91	118.36	121.41	6596807	30.74	31.39	30.47	31.18	14217984.0
2020-07-27 00:00:00-04:00	61.01	62.9296	60.35	62.21	3327863.0	25.02	25.68	23.77	24.92	16478691.0	124.62	126.77	122.34	125.74	8029181	31.21	31.6	30.75	30.99	9181632.0
2020-07-28 00:00:00-04:00	61.84	61.84	57.05	57.23	3529054.0	25.2	25.8	23.6	23.85	39314104.0	125.2	127.53	123.32	123.51	11237871	30.79	31.24	30.35	30.81	20289819.0
2020-07-29 00:00:00-04:00	58.02	60.36	57.71	59.115	2992390.0	23.69	24.28	22.63	22.98	27646048.0	125.14	128.95	124.9	128.53	15003461	30.92	31.26	30.77	31.023	15366222.0
2020-07-30 00:00:00-04:00	58.14	59.25	57.6	59.12	1292336.0	22.2	23.4	21.91	22.89	17594503.0	128.54	131.37	125.33	129.06	17868013	30.65	30.68	29.97	30.24	25253145.0
2020-07-31 00:00:00-04:00	59.72	60.4	58.59	60.35	2339439.0	23.17	23.4	22.08	22.45	13831359.0	131.34	131.9	127.36	129.85	16205705	30.4	30.42	29.785	30.26	23392903.0
2020-08-03 00:00:00-04:00	60.89	61.93	59.12	61.22	2765722.0	23.65	24.3	22.66	24.0089	33747092.0	130.26	136.135	130.26	134.83	22321101	30.24	31.295	30.06	31.2	32320541.0
2020-08-04 00:00:00-04:00	64.83	70.15	64.4	68.99	8478061.0	21.75	22.18	20.68	20.715	45435326.0	135.88	137.8	133.6	136.8	19211252	31.17	32.845	31.17	32.68	42906990.0
2020-08-05 00:00:00-04:00	68.99	75.98	67.6	74.94	8366824.0	20.09	20.68	19.31	20.16	33145912.0	153.16	158.43	146.22	146.38	74591253	33.1	33.32	32.5	33.2	32024094.0
2020-08-06 00:00:00-04:00	75.3047	76.75	71.1	71.35	4216779.0	19.8	20.0	19.05	19.34	39059650.0	149.76	155.89	149.12	153.98	37489106	33.27	34.795	33.21	34.71	63332026.0
2020-08-07 00:00:00-04:00	72.3	75.83	71.11	72.76	3657299.0	19.07	19.3	18.13	18.265	36426154.0	151.51	153.8399	143.35	147.225	30448162	33.09	33.7	32.45	32.91	74140125.0
2020-08-10 00:00:00-04:00	72.8	74.39	70.35	71.8	2691763.0	18.47	19.52	18.42	19.24	23782754.0	147.53	147.82	138.66	139.26	25335152	33.04	33.18	31.51	32.23	38804149.0
2020-08-11 00:00:00-04:00	71.74	71.81	67.055	67.29	3379798.0	19.55	19.67	18.14	18.29	20852509.0	138.0	142.9475	135.23	138.255	24719968	31.66	32.21	30.65	31.2	61347551.0
2020-08-12 00:00:00-04:00	68.6848	71.7806	67.57	71.17	2569965.0	18.34	18.44	17.81	18.17	16623774.0	140.01	143.42	137.69	139.02	20420718	31.46	32.22	30.69	30.845	61586298.0
2020-08-13 00:00:00-04:00											140.9	145.51	140.2	143.16	9040700					
2020-08-14 00:00:00-04:00											143.89	143.9999	139.7303	141.91	6240964	30.4	30.49	29.815	30.0	15956638.0
2020-08-17 00:00:00-04:00	74.34	76.3899	73.73	75.08	1794327.0	18.68	18.73	17.24	18.1799	30422894.0	144.49	153.68	143.18	152.47	25505084	30.05	30.12	29.14	29.49	36066858.0
2020-08-18 00:00:00-04:00	75.24	77.73	72.5339	75.07	1844553.0	18.04	18.37	17.48	17.74	19547306.0	151.97	153.19	147.4121	150.96	16324118	29.5	30.46	29.41	30.08	57444932.0
2020-08-19 00:00:00-04:00	75.1	77.3	74.9892	75.51	1826980.0	17.74	18.18	17.5	17.54	14456158.0	151.22	152.355	148.56	150.37	12252137	30.15	30.349	29.39	29.42	25327356.0
2020-08-20 00:00:00-04:00	75.09	75.22	72.2038	73.06	1790175.0	17.5	17.61	16.86	17.33	21509194.0	150.17	158.1	149.82	156.08	21930187	29.13	31.7	28.48	31.415	105118896.0
2020-08-21 00:00:00-04:00	73.28	74.8	72.81	73.14	1511195.0	17.25	17.6	16.77	16.88	17304868.0	156.4	159.47	153.12	155.12	16258398	31.39	31.82	30.7144	30.83	35856765.0
2020-08-24 00:00:00-04:00	74.2497	74.935	72.2287	73.395	1013438.0	17.23	17.7	17.04	17.64	13942059.0	155.97	156.54	150.98	151.835	13306179	30.81	31.3	30.63	31.04	21665954.0
2020-08-25 00:00:00-04:00	73.3	76.6087	72.5	75.92	2215973.0	17.79	17.84	17.13	17.48	12802942.0	151.8	155.74	149.0	155.0	12552378	31.04	31.19	30.6	31.19	19164081.0
2020-08-26 00:00:00-04:00	76.66	78.53	74.4	75.24	1748410.0	17.48	18.5	17.2301	17.345	26383244.0	156.09	158.69	151.73	153.8	12055002	31.01	32.71	30.95	32.2999	40071387.0
2020-08-27 00:00:00-04:00	76.5	76.5	72.0205	73.42	4274500.0	17.58	17.65	16.85	17.28	17512920.0	156.87	161.5399	155.5	155.62	22584724	32.4	33.07	32.27	32.8	39033942.0
2020-08-28 00:00:00-04:00	74.1407	78.53	73.5401	76.02	3187222.0	17.35	17.56	17.11	17.46	9695950.0	159.15	159.15	154.06	155.85	12284137	33.0	33.94	32.82	33.81	34126900.0
2020-08-31 00:00:00-04:00	76.68	79.53	75.8	77.23	2566922.0	18.13	18.26	17.43	17.89	24480414.0	157.0	160.7745	156.02	159.47	12650051	33.62	33.92	33.1401	33.63	23511896.0
2020-09-01 00:00:00-04:00	77.47	79.52	77.1	78.71	2099035.0	17.89	17.92	17.33	17.41	17511988.0	164.81	170.46	162.0	166.67	23917888	33.45	34.51	33.145	34.29	31066425.0
2020-09-02 00:00:00-04:00	80.0	80.4699	75.09	77.03	2253617.0	17.5	17.54	16.33	17.09	26151582.0	170.6	170.61	158.11	162.875	21526548	34.21	34.505	33.29	34.37	31987266.0
2020-09-03 00:00:00-04:00	75.2377	75.48	65.13	67.79	5779795.0	16.63	17.19	16.22	16.5302	23617479.0	157.0	157.23	149.51	152.87	31879427	34.08	34.74	32.95	33.4	33416620.0
2020-09-04 00:00:00-04:00	67.13	68.67	58.67	66.1558	5445971.0	16.57	16.89	14.8601	15.92	29206397.0	149.63	152.22	134.0	146.4	35213327	33.33	33.65	31.55	33.24	30884238.0
2020-09-08 00:00:00-04:00	62.03	67.34	60.17	65.0	3790798.0	16.39	18.25	16.0	17.4	39269921.0	137.01	146.14	136.89	139.11	20660019	32.36	35.1	32.16	34.31	63952879.0
2020-09-09 00:00:00-04:00	67.01	69.56	64.87	67.71	3273891.0	18.18	18.705	17.12	17.71	39491773.0	145.65	145.65	139.25	144.22	17513506	34.11	35.5	34.11	35.01	42961886.0
2020-09-10 00:00:00-04:00	68.54	70.09	66.0	66.09	2358615.0	18.09	18.4599	17.29	17.46	20899969.0	145.23	147.89	139.82	141.01	10534169	35.896	36.78	35.85	35.98	58460256.0
2020-09-11 00:00:00-04:00	67.78	68.1	64.2	65.1	2390663.0	17.45	17.6	16.33	16.55	24233586.0	143.9098	143.9098	134.26	137.45	15690839	36.3	37.145	36.254	36.9768	49916987.0
2020-09-14 00:00:00-04:00	67.17	69.78	66.31	69.49	2410640.0	16.8	17.4689	16.6199	17.39	14643587.0	140.07	145.4	138.81	144.3	14962902	37.1	38.0	37.08	37.94	48808522.0
2020-09-15 00:00:00-04:00	71.01	73.03	70.44	72.16	2472917.0	17.5	18.08	17.17	17.69	8308104.0	146.31	158.5	146.18	154.49	18022682	37.94	38.48	37.27	37.465	22243634.0
2020-09-16 00:00:00-04:00	72.6	76.4	72.5464	72.8	2841584.0	17.53	17.79	17.28	17.41	6194472.0	155.2	159.0	149.8801	151.14	8376604	37.39	38.52	37.39	37.66	21122671.0
2020-09-17 00:00:00-04:00	69.77	70.19	65.89	66.86	3137750.0	17.0	17.32	16.72	17.16	6723519.0	146.27	147.6899	142.24	145.674	10056590	36.68	37.44	36.14	37.0557	20584292.0
2020-09-18 00:00:00-04:00	67.72	69.86	65.42	68.3	3996023.0	17.22	17.38	16.815	17.22	6809734.0	147.37	149.13	141.64	145.08	6719189	37.15	37.565	36.39	37.09	22175695.0
2020-09-21 00:00:00-04:00	65.51	70.82	65.41	70.77	2741578.0	16.81	16.9873	15.895	16.48	9850997.0	140.42	151.98	139.3101	151.03	10480977	35.71	36.58	35.12	36.49	15674724.0
2020-09-22 00:00:00-04:00	71.0	72.32	67.49	72.23	2913678.0	16.49	16.61	16.12	16.48	6458428.0	152.95	156.34	148.59	155.52	8921612	36.53	36.55	34.1	34.4	24587480.0
2020-09-23 00:00:00-04:00	71.85	74.76	69.44	70.24	2664073.0	16.44	16.69	15.54	15.73	9190043.0	155.87	157.98	147.8	149.72	7401118	34.41	34.805	33.4	33.555	13482378.0
2020-09-24 00:00:00-04:00	69.32	70.98	67.53	69.45	1924978.0	15.52	16.34	14.92	15.91	10806137.0	151.01	155.9227	148.0	152.36	11830658	33.68	34.0	32.89	33.35	15382332.0
2020-09-25 00:00:00-04:00	69.79	73.9	69.5506	73.6	2293498.0	15.97	16.47	15.87	16.43	5169438.0	153.06	158.98	151.751	157.79	7925656	33.2	34.5	33.2	34.46	9323843.0
2020-09-28 00:00:00-04:00	75.14	79.73	74.7	78.13	3159453.0	18.29	20.78	18.1	20.53	52318046.0	160.49	164.5	158.23	160.7	9874433	35.8	36.625	35.26	35.56	21139325.0
2020-09-29 00:00:00-04:00	78.2	83.37	78.2	80.79	3911687.0	20.69	20.98	19.59	20.45	61720814.0	164.0	167.56	163.13	164.81	23219503	35.56	35.65	34.595	35.43	30418998.0
2020-09-30 00:00:00-04:00	81.37	84.72	81.27	82.61	2581613.0	20.06	20.85	18.96	19.23	38028275.0	164.47	166.19	161.23	162.56	11246674	35.28	36.5	35.28	36.48	38067648.0
2020-10-01 00:00:00-04:00	85.56	89.52	84.41	89.52	3758098.0	19.25	20.37	19.15	20.16	26870207.0	166.14	168.61	164.5801	168.6	12699959	36.86	37.8282	36.58	37.14	35301505.0
2020-10-02 00:00:00-04:00	85.61	92.57	85.16	90.43	3796972.0	19.07	20.91	18.82	20.7681	36671157.0	164.05	171.24	163.8006	169.61	21282219	36.0	37.99	35.94	37.72	35027221.0
2020-10-05 00:00:00-04:00	93.0	98.42	92.9	98.04	3974265.0	21.22	21.64	20.56	21.01	25339467.0	172.43	181.89	171.5	181.0	30434770	37.7	38.0	36.88	37.1314	24529054.0
2020-10-06 00:00:00-04:00	98.06	100.28	95.06	98.58	4714883.0	21.27	22.53	20.8	21.02	46128877.0	180.13	182.24	172.61	175.31	23324035	37.17	37.37	36.04	36.25	24396954.0
2020-10-07 00:00:00-04:00	101.5	108.75	100.46	107.79	4653022.0	21.61	22.2597	21.5215	21.81	25307962.0	180.61	182.75	179.02	180.15	13522010	36.59	37.11	36.365	36.77	19826820.0
2020-10-08 00:00:00-04:00	109.6	109.8	102.5638	105.51	5641110.0	22.45	22.54	21.55	22.108	19334558.0	183.18	185.3699	181.72	183.5	13655633	37.0	37.83	36.96	37.335	22511369.0
2020-10-09 00:00:00-04:00	107.18	111.27	105.29	109.18	2754295.0	22.16	22.203	21.31	21.4	19373094.0	185.12	188.74	183.73	187.25	12538484	37.91	38.35	37.19	37.28	24332334.0
2020-10-12 00:00:00-04:00	110.4	110.41	101.52	104.43	4008786.0	21.5	21.5	20.56	20.57	16562092.0	190.68	191.94	184.26	185.25	15450724	37.56	37.56	36.175	36.28	23589462.0
2020-10-13 00:00:00-04:00	103.32	107.44	102.82	106.65	2528408.0	20.4065	21.98	19.92	21.8	24567598.0	186.5	191.36	186.0	190.56	11523969	36.11	36.23	35.02	35.57	27520976.0
2020-10-14 00:00:00-04:00	108.425	111.1	107.06	108.985	2747188.0	21.88	21.95	20.98	21.33	16000591.0	191.59	193.4399	185.11	187.49	11592840	35.69	36.09	35.075	35.12	29911961.0
2020-10-15 00:00:00-04:00	107.19	111.59	105.2001	110.67	2200509.0	20.9	21.86	20.66	21.645	14894339.0	182.6	188.68	181.2	188.61	12892688	34.68	34.81	34.02	34.27	28680124.0
2020-10-16 00:00:00-04:00	112.75	114.3	108.76	110.95	2597171.0	22.0	23.4	21.87	22.45	46845909.0	191.68	192.84	184.7	186.35	10337623	34.78	34.8	33.61	33.73	26883119.0
2020-10-19 00:00:00-04:00	111.485	118.05	110.825	114.69	3028198.0	23.0	23.62	22.23	22.82	33434955.0	188.11	191.3999	185.91	186.95	10006860	34.16	34.59	34.0	34.2501	32933453.0
2020-10-20 00:00:00-04:00	115.64	118.04	112.3339	116.11	2542750.0	22.91	24.37	22.652	23.06	50738576.0	188.1	189.7	184.33	185.68	9309686	34.53	36.76	34.53	36.31	56881779.0
2020-10-21 00:00:00-04:00	116.83	118.939	100.4	101.5	4475416.0	23.24	23.35	20.25	20.431	30568924.0	183.55	184.74	176.7286	177.92	14263514	36.25	36.25	34.8751	35.2	30710749.0
2020-10-22 00:00:00-04:00	102.26	104.02	92.14	103.46	7160835.0	20.64	21.3	20.5	20.73	16754134.0	178.5	181.98	173.61	175.93	12438455	35.42	36.89	34.9146	36.7	26354665.0
2020-10-23 00:00:00-04:00	106.3535	109.22	100.7	103.34	3182221.0	20.8	20.82	19.05	19.14	31517330.0	177.5	177.79	173.34	176.77	7723454	36.5	36.99	35.9238	36.76	29244325.0
2020-10-26 00:00:00-04:00	98.65	104.29	97.5	103.67	2699807.0	19.0	19.24	17.91	18.32	24162198.0	175.01	176.86	166.77	169.89	12183441	36.5	36.74	35.12	35.495	21024355.0
2020-10-27 00:00:00-04:00	103.37	104.43	97.31	98.5	3260128.0	18.43	18.98	18.2	18.295	11581258.0	175.31	176.26	169.26	171.01	12341315	35.51	35.7	34.02	34.16	23810137.0
2020-10-28 00:00:00-04:00	97.29	105.8699	95.7551	102.81	5472272.0	17.98	18.15	17.33	17.46	16262036.0	166.59	168.9399	164.45	167.13	9286880	33.62	33.66	32.9	33.65	28960733.0
2020-10-29 00:00:00-04:00	103.29	105.53	100.87	102.45	1778499.0	17.68	18.315	17.47	18.185	16507584.0	170.08	172.08	168.11	169.86	8148296	33.71	34.935	33.33	34.04	25778357.0
2020-10-30 00:00:00-04:00	100.99	102.12	93.53	98.0	2841506.0	18.13	18.13	17.02	17.42	15455914.0	166.49	167.3974	152.43	154.87	28527409	33.91	34.3903	33.155	33.42	24149881.0
2020-11-02 00:00:00-05:00	99.01	106.04	99.0	103.95	3077791.0	17.43	18.19	17.14	17.66	18977298.0	158.0	161.24	152.1	155.23	15585600	34.15	35.05	34.06	34.795	32603488.0
2020-11-03 00:00:00-05:00	100.5565	107.38	100.24	104.7001	3346740.0	17.89	18.67	17.6791	18.45	16159228.0	153.22	161.05	151.1	158.22	14134458	35.27	36.15	35.15	35.77	29696884.0
2020-11-04 00:00:00-05:00	99.3323	106.36	93.49	106.22	5062569.0	18.49	18.81	17.85	18.06	14558140.0	166.38	171.36	162.15	171.29	13913429	40.66	42.15	39.0	40.995	191736839.0
2020-11-05 00:00:00-05:00	111.32	123.285	110.9901	120.26	4724416.0	18.25	19.17	18.03	19.15	21210892.0	177.1	177.29	172.65	175.56	25861503	40.33	42.05	40.01	41.82	61033390.0
2020-11-06 00:00:00-05:00	123.69	125.6399	118.66	122.58	3046763.0	20.0	20.2	18.37	19.0156	26100077.0	185.24	201.33	182.99	198.0993	51912386	42.09	45.38	41.62	44.91	113372057.0
2020-11-09 00:00:00-05:00	129.54	129.6077	116.76	117.07	3091245.0	20.0	21.38	19.34	20.48	27137047.0	191.305	197.0	181.83	184.0	26960258	48.01	49.62	47.3	48.18	115318058.0
2020-11-10 00:00:00-05:00	117.27	117.59	108.05	109.51	2910862.0	20.77	20.93	19.11	20.46	18669501.0	182.37	183.46	167.11	172.09	27287979	46.74	49.36	46.045	46.995	64020106.0
2020-11-11 00:00:00-05:00	113.9883	121.48	113.9883	120.49	2754714.0	20.89	22.38	20.6	21.93	24920762.0	179.65	183.9	177.7	183.38	17121477	46.72	47.52	45.91	46.24	36256765.0
2020-11-12 00:00:00-05:00	119.95	122.259	115.83	117.19	1810092.0	21.45	22.25	20.89	21.6233	18595577.0	184.26	185.1899	177.0	178.5	15722145	45.39	47.47	45.05	46.41	30704862.0
2020-11-13 00:00:00-05:00	119.4	120.36	115.1	116.515	1396280.0	22.02	22.2	21.13	22.1971	10856136.0	180.6	180.9	175.5	177.16	11686412	47.11	47.345	45.93	47.215	20914200.0
2020-11-16 00:00:00-05:00	118.21	123.6	116.01	119.94	2036423.0	20.63	20.8	19.84	20.6901	30677775.0	175.83	179.16	173.01	179.09	13862918	48.74	50.09	48.48	49.21	56381067.0
2020-11-17 00:00:00-05:00	119.57	126.58	118.65	125.14	1761387.0	20.82	21.6	20.37	21.33	17927572.0	180.12	190.74	180.12	187.84	20695263	48.72	49.62	48.5	48.89	31726643.0
2020-11-18 00:00:00-05:00	126.1787	127.49	122.5	124.92	1730607.0	21.44	23.69	21.25	22.58	36246265.0	187.49	187.5	182.2703	185.53	10410149	48.77	49.95	48.33	49.105	27201964.0
2020-11-19 00:00:00-05:00	126.62	130.95	125.8501	128.9	2145474.0	23.15	24.34	22.78	24.0499	27865431.0	190.78	194.01	185.74	191.58	23051083	49.1	49.91	48.65	49.26	26153675.0
2020-11-20 00:00:00-05:00	131.0	133.78	129.3	129.41	2895528.0	24.53	24.6	23.05	23.3	21792162.0	193.69	200.99	191.55	195.97	21110373	49.98	50.75	48.27	48.45	32977803.0
2020-11-23 00:00:00-05:00	132.93	134.85	130.45	134.43	2429293.0	23.61	25.399	23.5	24.89	26623556.0	200.11	209.36	199.27	207.69	23520379	48.66	50.88	48.51	50.04	31083339.0
2020-11-24 00:00:00-05:00	135.33	138.7	130.8	136.02	2533880.0	25.19	25.38	24.31	24.93	17446578.0	208.0	208.04	199.55	202.955	22466075	50.62	52.15	50.4838	51.25	31715183.0
2020-11-25 00:00:00-05:00	136.21	141.42	135.13	139.07	2556102.0	24.75	27.8	24.62	27.07	35247060.0	207.45	214.52	204.57	212.93	24394143	51.27	51.45	49.92	50.81	22574904.0
2020-11-27 00:00:00-05:00	142.49	148.9373	137.77	140.54	3579003.0	28.81	28.8824	27.05	27.185	20805634.0	215.0	215.0	205.9	212.5	12798290	50.93	51.19	50.2	50.69	16592914.0
2020-11-30 00:00:00-05:00	141.95	145.0	133.03	136.64	4159481.0	27.58	28.04	25.32	26.63	10899857.0	213.0	213.54	200.23	210.98	10485040	50.22	51.005	48.53	49.66	15090516.0
2020-12-01 00:00:00-05:00	138.6505	139.5247	127.3	128.85	3126365.0	28.0	29.59	27.12	28.32	18136964.0	212.56	212.95	200.5	203.0	9911165	50.0	51.41	49.07	49.65	18186258.0
2020-12-02 00:00:00-05:00	127.5	130.442	121.7	127.93	2341266.0	28.0	28.02	26.29	27.53	15780727.0	200.13	204.0596	195.13	202.11	9968056	49.26	53.45	48.53	53.085	27670479.0
2020-12-03 00:00:00-05:00	129.5	133.69	126.29	127.67	1724879.0	27.79	28.7773	27.56	28.07	8853549.0	207.0	208.69	204.05	205.53	6497836	53.3	53.49	52.12	52.52	12813169.0
2020-12-04 00:00:00-05:00	130.12	136.11	129.23	130.47	2355825.0	28.2	29.2	28.15	28.74	8411359.0	206.29	209.75	203.58	208.14	6318372	52.71	54.86	52.71	54.86	21241633.0
2020-12-07 00:00:00-05:00	130.29	133.2	127.22	129.24	1228707.0	29.57	33.87	29.04	33.77	26616302.0	209.79	213.6615	208.25	212.59	5566754	54.59	54.87	53.65	53.795	12540813.0
2020-12-08 00:00:00-05:00	129.98	135.149	129.41	134.74	1418917.0	33.07	33.69	31.61	33.4	19991267.0	213.33	213.9	208.25	213.01	5190426	52.4	54.22	52.35	53.0	23044693.0
2020-12-09 00:00:00-05:00	136.36	136.715	125.87	127.27	2042657.0	34.0	35.82	30.51	32.13	25030145.0	213.96	220.5	205.01	207.0	10842429	53.98	56.02	53.06	53.78	45096452.0
2020-12-10 00:00:00-05:00	125.6675	132.22	125.54	131.1	1183014.0	30.23	32.6	29.61	32.22	13782647.0	205.39	217.61	203.57	217.25	6913129	52.33	54.62	51.3	54.38	18241728.0
2020-12-11 00:00:00-05:00	133.38	144.6	133.0	139.91	2953254.0	31.95	34.6	31.86	32.03	17951136.0	218.26	222.2	213.17	216.6	7446890	54.47	55.025	52.33	52.63	16222277.0
2020-12-14 00:00:00-05:00	143.0	147.49	137.7475	145.08	2092652.0	27.11	28.83	26.38	26.5	43527609.0	218.01	220.43	214.5008	215.88	6855383	53.27	53.44	51.24	51.46	16458559.0
2020-12-15 00:00:00-05:00	147.4	161.56	147.2574	160.68	3858675.0	26.91	27.05	24.38	24.51	30062853.0	218.415	221.7199	216.7301	220.0	5567606	52.12	52.825	50.87	51.0	16468785.0
2020-12-16 00:00:00-05:00	159.0	163.46	152.53	163.43	3079556.0	24.98	26.8655	24.51	25.87	21829128.0	223.86	227.96	220.03	226.87	7877295	51.18	51.68	50.29	50.49	17056448.0
2020-12-17 00:00:00-05:00	165.52	168.18	159.0	163.56	2595477.0	25.65	26.15	24.7	25.5	15198373.0	230.0	237.09	227.7	230.75	9715659	50.59	51.3	50.17	50.63	18597708.0
2020-12-18 00:00:00-05:00	163.69	169.67	163.005	164.62	2301756.0	24.0	25.33	23.78	23.85	23427653.0	235.0	236.37	231.1	235.525	6195921	50.81	50.95	49.52	50.56	19068903.0
2020-12-21 00:00:00-05:00	162.95	172.1	161.185	170.83	2443054.0	24.17	25.305	23.92	24.7991	15115038.0	236.09	241.85	232.26	233.39	9904579	49.0	52.35	48.79	51.8	22630715.0
2020-12-22 00:00:00-05:00	174.99	186.4	173.0	177.27	3343966.0	25.42	25.94	24.35	25.46	16432926.0	236.5	243.38	236.0	241.57	8771091	52.11	54.36	51.92	53.78	22756466.0
2020-12-23 00:00:00-05:00	181.4008	184.08	174.2101	180.559	2435974.0	25.55	27.44	25.23	26.79	17310982.0	241.36	241.82	230.58	230.72	13091208	53.8	54.09	52.99	53.7	12210635.0
