	ENPH	ENPH	ENPH	ENPH	ENPH	SPCE	SPCE	SPCE	SPCE	SPCE	SQ	SQ	SQ	SQ	SQ	UBER	UBER	UBER	UBER	UBER
2020-12-24 00:00:00-05:00	179.7604	184.54	177.48	181.38	1015847.0	26.81	26.89	25.26	25.81	8556242.0	234.23	236.0	225.9	228.28	8301168	53.6	53.625	52.29	52.85	6187539.0
2020-12-28 00:00:00-05:00	188.452	189.4064	173.6718	175.55	2640287.0	26.16	26.49	23.61	23.95	15777972.0	232.38	232.95	219.65	223.35	11186478	53.02	53.13	51.56	51.96	10066743.0
2020-12-29 00:00:00-05:00	175.49	176.23	164.3001	170.13	3009813.0	24.04	24.24	23.01	23.74	9106372.0	223.88	224.59	208.81	214.0	15121931	52.33	52.99	51.47	52.26	9253444.0
2020-12-30 00:00:00-05:00	171.68	177.55	171.68	172.92	1731101.0	23.89	24.38	23.65	24.02	6137255.0	215.94	221.51	214.0671	221.03	9411444	52.72	53.85	52.22	53.15	9015731.0
2020-12-31 00:00:00-05:00	176.9408	183.9899	172.91	175.47	5197275.0	24.09	24.14	23.2501	23.7	5515423.0	217.71	219.45	214.42	217.71	6169676	53.28	53.28	51.0	51.0	12070383.0
2021-01-04 00:00:00-05:00	178.7	179.15	167.07	172.35	3744613.0	23.96	23.97	22.88	23.22	7413269.0	222.495	225.98	216.0	221.1	9415313	52.22	52.32	49.635	51.16	15573781.0
2021-01-05 00:00:00-05:00	175.71	186.63	173.55	181.42	4421630.0	23.08	24.48	22.96	24.106	7234185.0	219.42	230.34	219.0	229.75	9297608	51.0	54.19	50.76	53.9971	20462997.0
2021-01-06 00:00:00-05:00	197.9	210.2	195.77	202.83	9087692.0	24.03	24.93	23.72	24.16	7843889.0	223.41	233.5	223.161	227.02	11325248	53.31	54.07	52.0	52.5	15816297.0
2021-01-07 00:00:00-05:00	209.84	222.43	209.2	213.76	5302385.0	25.25	25.96	24.69	25.125	12120519.0	232.52	240.4	231.5	239.59	9781921	53.37	56.25	53.2	56.13	20995795.0
2021-01-08 00:00:00-05:00	217.6977	219.97	200.05	207.52	4615205.0	25.66	25.86	24.8	25.22	8238658.0	244.35	246.49	237.18	241.48	8784175	54.395	54.79	52.58	53.27	34773504.0
2021-01-11 00:00:00-05:00	200.4	208.39	196.12	201.57	2643780.0	24.97	25.7	24.43	24.95	6091426.0	231.61	232.74	225.3	225.5	13341348	53.11	55.0	52.99	54.59	20207976.0
2021-01-12 00:00:00-05:00	204.88	207.99	197.08	206.5	2270511.0	25.15	26.73	24.99	26.62	23622118.0	228.51	229.3299	223.72	227.47	15461736	55.5	59.39	55.0	58.55	102555980.0
2021-01-13 00:00:00-05:00	205.47	208.27	199.64	203.59	2198786.0	26.56	27.85	26.25	27.52	22310545.0	228.95	234.8213	226.8	230.94	14553101	58.54	59.88	57.53	59.37	46397698.0
2021-01-14 00:00:00-05:00	207.04	216.22	206.5	208.63	2677663.0	31.03	33.72	30.1901	32.99	54920478.0	233.9	238.76	229.59	232.71	6502923	60.0	60.03	56.7	56.9145	25765465.0
2021-01-15 00:00:00-05:00	206.54	208.35	189.21	190.59	5033080.0	31.93	32.48	29.92	30.5	18560633.0	233.63	236.43	225.58	227.65	6344926	57.49	57.9	55.0	55.53	20696132.0
2021-01-19 00:00:00-05:00	197.83	204.01	194.21	201.28	2843217.0	32.55	32.58	30.5	31.65	18904497.0	231.07	231.59	223.25	227.25	6347656	56.39	56.8424	55.0	56.3	15758018.0
2021-01-20 00:00:00-05:00	203.21	206.47	196.33	199.4	2425641.0	31.56	32.98	30.76	32.04	12390200.0	230.12	230.88	225.5	226.65	5379761	57.0	57.98	55.47	56.39	14525432.0
2021-01-21 00:00:00-05:00	201.97	214.5	196.65	212.1	3405704.0	32.5	33.9	31.62	33.25	13459968.0	227.0	227.5	218.2001	219.62	10111147	56.57	57.0	55.3136	55.79	12363109.0
2021-01-22 00:00:00-05:00	208.18	213.55	204.7	212.31	2329180.0	33.11	34.45	32.3	34.29	12470267.0	219.0	222.91	217.71	222.88	6543001	55.25	55.47	54.01	54.34	15245337.0
2021-01-25 00:00:00-05:00	215.555	221.42	200.36	202.64	3162300.0	35.21	38.87	32.1511	36.0	30703539.0	225.0	225.94	209.75	216.63	10477966	54.5	54.52	49.65	54.3	40247115.0
2021-01-26 00:00:00-05:00	206.21	209.62	185.22	187.26	4780765.0	37.32	44.03	36.59	42.1	53513101.0	217.09	219.0	208.71	209.49	8899907	54.62	55.52	51.53	51.94	20726289.0
2021-01-27 00:00:00-05:00	180.0	190.9999	175.39	179.02	4187481.0	44.66	59.43	40.14	46.49	75327669.0	204.01	209.3503	197.7	202.3	10249410	49.97	50.86	47.15	48.08	31899724.0
2021-01-28 00:00:00-05:00	182.85	195.7	177.0	193.74	3237853.0	46.51	52.0	39.47	43.1	38558124.0	208.72	222.58	206.56	219.91	11771779	50.12	52.52	49.88	51.59	26767689.0
2021-01-29 00:00:00-05:00	191.5	194.9499	180.27	182.35	1813426.0	45.5	49.9	43.9	44.535	27767648.0	224.97	225.9	213.45	215.92	6728517	50.63	51.4899	50.265	50.95	12715458.0
2021-02-01 00:00:00-05:00	185.3	188.355	177.3494	186.2	2308780.0	47.17	57.2399	45.78	53.71	53066476.0	215.81	223.01	213.44	221.94	7628303	52.12	52.9	51.35	52.72	14722527.0
2021-02-02 00:00:00-05:00	189.84	194.31	186.66	192.63	2006954.0	58.59	58.6	47.3	48.573	37180697.0	225.19	230.2199	221.99	227.63	6167404	55.11	58.03	54.89	56.46	28592667.0
2021-02-03 00:00:00-05:00	196.1766	197.93	190.0	196.23	1587566.0	49.98	58.35	49.52	57.1704	39276542.0	228.5	234.57	221.88	227.76	4326056	57.87	58.13	56.74	57.115	12840822.0
2021-02-04 00:00:00-05:00	194.6	197.24	191.58	195.55	1449663.0	57.0	62.8	53.17	54.68	31719904.0	233.53	239.31	231.07	237.795	8062732	56.45	57.85	56.11	57.85	12418225.0
2021-02-05 00:00:00-05:00	196.98	196.99	190.5	193.2	1636568.0	55.15	55.4976	52.0012	54.28	13174015.0	238.0	240.57	235.27	240.38	4710459	58.16	58.7075	57.37	58.5722	15081235.0
2021-02-08 00:00:00-05:00	194.63	203.38	193.6	197.784	1861534.0	55.99	57.85	54.05	56.25	13667904.0	245.08	264.2669	244.0	259.82	16710846	59.7	60.11	58.69	59.31	17532877.0
2021-02-09 00:00:00-05:00	197.76	202.92	195.7028	200.18	2336049.0	56.06	56.81	54.42	56.7	8384897.0	256.58	262.57	250.55	258.13	9805175	58.91	61.06	58.62	59.6223	21478665.0
2021-02-10 00:00:00-05:00	214.0	229.04	200.6	201.97	6328363.0	55.9997	56.14	51.15	52.385	14201816.0	259.77	263.15	252.75	257.47	8006509	62.0	63.5	60.8	63.18	31703254.0
2021-02-11 00:00:00-05:00	205.5459	209.4237	197.26	198.84	2791302.0	52.68	60.67	51.5701	59.435	29245995.0	262.0	269.6651	258.5	265.87	9856880	63.25	64.05	60.395	60.6906	39777007.0
2021-02-12 00:00:00-05:00	196.0	208.95	193.6587	206.46	2210912.0	53.35	56.9	52.3	54.5201	19281766.0	265.15	273.84	262.5312	272.7501	6590846	60.12	60.93	59.315	60.63	14200279.0
2021-02-16 00:00:00-05:00	208.07	208.41	192.81	193.5	2731065.0	53.11	53.15	50.0	50.38	14676844.0	277.12	283.1898	272.3201	276.02	9044074	61.02	61.31	59.84	60.49	14302443.0
2021-02-17 00:00:00-05:00	190.02	191.5	181.52	189.36	3515251.0	49.69	49.98	46.64	49.53	12015995.0	274.37	274.47	260.76	271.09	10708030	60.33	60.95	58.95	60.81	11907392.0
2021-02-18 00:00:00-05:00	182.5	184.0	175.51	181.01	3502067.0	47.62	53.25	47.01	48.8	20738303.0	265.49	272.79	261.8525	270.85	7057492	60.0	60.29	58.23	58.99	13803082.0
2021-02-19 00:00:00-05:00	185.02	194.94	184.0	189.74	2280702.0	49.51	52.2431	49.24	51.13	8675500.0	275.12	280.9391	273.59	276.57	6981720	58.36	60.4572	58.113	58.42	23811204.0
2021-02-22 00:00:00-05:00	182.81	183.07	166.1244	167.87	4719602.0	49.22	50.7984	46.9	47.13	7488247.0	271.85	278.1	266.36	268.28	9277023	57.76	58.1	54.8157	55.31	24730806.0
2021-02-23 00:00:00-05:00	159.34	171.25	148.0	170.89	5133835.0	43.19	44.78	38.26	44.105	13308181.0	247.55	261.3	232.5	256.62	16979270	53.5	56.37	51.89	55.97	23362393.0
2021-02-24 00:00:00-05:00	170.66	183.25	163.1	180.62	3700227.0	45.27	46.17	42.9002	46.07	6140342.0	243.11	246.0	230.68	237.31	25580214	54.95	55.15	53.66	53.91	22207141.0
2021-02-25 00:00:00-05:00	179.41	181.0	166.0951	167.38	3985413.0	45.0	47.2	41.66	42.38	8512215.0	244.87	245.84	223.66	226.78	15294833	54.58	54.6	50.86	51.44	26632366.0
2021-02-26 00:00:00-05:00	168.0	177.43	163.51	176.06	2668248.0	35.75	39.44	35.0	37.15	18987051.0	226.32	232.78	217.4	230.2	13886312	52.07	52.75	50.61	51.81	14806313.0
2021-03-01 00:00:00-05:00	179.98	186.77	177.0	186.46	2521765.0	38.93	39.7	37.58	38.1299	8469937.0	238.11	241.7194	232.1001	241.0	8223285	53.67	54.76	53.3	54.39	17486253.0
2021-03-02 00:00:00-05:00	185.3	185.3	171.135	171.48	3161054.0	38.17	38.17	33.45	33.72	14393707.0	251.9	258.4899	246.47	252.15	16780734	55.54	55.62	54.1894	54.66	13980171.0
2021-03-03 00:00:00-05:00	171.39	173.79	160.93	161.1285	3826462.0	35.1	35.18	31.85	32.01	17374591.0	249.0	250.95	232.0064	233.96	11805493	55.93	57.8	54.65	56.11	27727032.0
2021-03-04 00:00:00-05:00	157.11	163.62	143.0	149.91	5450669.0	31.01	32.58	28.58	30.2723	16866092.0	228.76	232.63	210.0	218.39	18222743	55.75	57.16	51.61	53.08	25491669.0
2021-03-05 00:00:00-05:00	153.68	154.65	129.0	143.57	6446471.0	28.69	29.62	23.94	27.28	35380836.0	221.27	222.01	191.36	216.4399	24302104	54.28	55.83	50.81	55.51	30838022.0
2021-03-08 00:00:00-05:00	145.0	147.8564	131.47	132.04	4497926.0	27.31	29.62	26.3	26.511	14805460.0	217.71	221.63	201.0	201.8688	13074163	55.5	56.45	52.89	53.19	19490705.0
2021-03-09 00:00:00-05:00	141.0	150.83	139.5	148.6	4254292.0	28.32	30.7499	27.72	30.11	14208937.0	215.37	226.49	211.5	225.01	13603081	56.0	56.15	54.72	55.24	16592520.0
2021-03-10 00:00:00-05:00	158.01	162.7379	150.0901	152.43	4492016.0	32.94	33.41	29.92	30.57	15505315.0	231.61	237.92	223.205	226.8	11978612	57.21	58.9	56.27	57.69	27638250.0
2021-03-11 00:00:00-05:00	158.49	166.4	155.79	165.46	3510334.0	32.5	34.2	31.56	33.54	15421119.0	234.97	243.49	231.01	241.67	11261345	58.8	59.48	58.22	58.94	16461645.0
2021-03-12 00:00:00-05:00	157.5	166.25	153.1	164.83	2113825.0	32.54	34.7	32.05	34.54	9919872.0	232.0	242.22	230.05	242.1	8589232	58.97	60.59	57.62	60.35	13827856.0
2021-03-15 00:00:00-04:00	165.01	175.13	164.4	174.33	3129721.0	35.67	36.36	33.65	34.78	12519109.0	243.52	251.26	239.6171	251.17	8137950	60.35	60.53	59.12	60.15	13602417.0
2021-03-16 00:00:00-04:00	173.01	175.78	163.56	165.95	2228399.0	34.71	34.8	32.27	32.56	10203371.0	252.26	252.5	238.67	243.36	7219995	59.99	61.02	58.38	58.8536	11372264.0
2021-03-17 00:00:00-04:00	158.57	167.8276	153.09	163.82	3453498.0	31.86	34.12	31.21	33.71	11956701.0	235.0	248.68	232.75	246.41	8395600	57.07	57.57	55.54	56.36	24387579.0
2021-03-18 00:00:00-04:00	157.5	159.745	147.86	148.46	3237532.0	33.14	33.68	31.68	31.95	8667676.0	242.8	243.4	222.56	224.27	11969761	56.63	57.48	55.21	55.68	13843298.0
2021-03-19 00:00:00-04:00	151.57	156.75	147.55	155.13	3444754.0	31.82	33.24	30.9	33.09	6931180.0	227.19	229.4	219.52	224.84	10301386	55.48	57.18	54.34	57.08	12185314.0
2021-03-22 00:00:00-04:00	157.59	163.86	155.59	161.11	2301886.0	33.51	33.79	31.9801	32.24	6896820.0	225.24	230.18	221.74	226.12	6095000	57.25	57.61	55.47	55.69	10574155.0
2021-03-23 00:00:00-04:00	160.23	165.35	154.69	155.96	3006959.0	31.9	31.93	29.95	30.92	10488055.0	226.72	228.38	221.49	223.08	5194272	55.63	55.63	53.11	53.5	13494516.0
2021-03-24 00:00:00-04:00	157.7	159.0513	147.93	147.98	1893286.0	30.92	31.54	28.66	28.79	8626951.0	224.44	225.9	212.155	213.53	8706774	54.46	54.96	52.54	52.5699	12959195.0
2021-03-25 00:00:00-04:00	141.22	148.74	136.88	148.42	3599429.0	27.98	29.9484	27.58	29.5	8239428.0	204.45	211.96	202.1	208.47	12377829	52.0	54.28	51.8	53.89	12447132.0
2021-03-26 00:00:00-04:00	148.07	153.0	144.5241	152.07	1761463.0	29.69	30.53	28.37	29.61	5573972.0	209.32	216.79	203.96	213.61	8065073	54.41	55.25	53.52	54.71	9740345.0
2021-03-29 00:00:00-04:00	148.97	152.24	139.69	142.14	2640284.0	30.87	30.95	28.73	29.22	10666354.0	212.16	214.39	202.93	207.1	9078382	54.8	54.8	52.85	53.33	9228137.0
2021-03-30 00:00:00-04:00	139.79	150.89	138.06	150.76	2322041.0	28.99	30.38	28.38	30.07	7730868.0	204.88	214.3	202.83	212.79	9279595	53.08	54.12	52.64	53.44	8759167.0
2021-03-31 00:00:00-04:00	155.87	164.87	154.58	162.15	2564977.0	30.29	31.725	30.155	30.6	8069559.0	218.41	232.76	218.41	226.935	13678689	54.1	55.18	53.58	54.52	12706870.0
2021-04-01 00:00:00-04:00	169.1178	172.39	162.25	162.67	2441240.0	31.19	31.743	30.16	30.75	6141205.0	231.63	236.46	227.57	229.51	8744145	55.58	57.63	54.81	57.61	17668582.0
2021-04-05 00:00:00-04:00	165.14	165.57	148.8	149.42	3448288.0	31.01	31.31	28.78	29.61	9753042.0	231.87	233.32	224.1	229.8601	6798709	58.12	58.42	56.64	57.4	12622266.0
2021-04-06 00:00:00-04:00	151.21	161.17	151.01	158.02	2472025.0	29.39	31.0	29.31	30.75	6637008.0	230.1	238.5	228.0801	236.58	8376531	57.39	58.99	57.16	58.03	12834809.0
2021-04-07 00:00:00-04:00	156.08	157.68	149.225	149.99	1969498.0	30.46	30.9	28.98	29.24	7987133.0	237.51	249.9	236.0	245.0	16513112	58.02	58.13	55.95	56.88	11995716.0
2021-04-08 00:00:00-04:00	152.2	156.095	151.38	153.14	1891895.0	29.06	29.47	28.5	29.27	6224585.0	248.77	258.59	248.82	258.32	15041863	56.65	57.94	56.54	57.82	8883411.0
2021-04-09 00:00:00-04:00	150.0	152.52	147.25	151.38	1876787.0	28.9	29.4299	28.792	29.3	3413040.0	255.63	265.3	253.68	261.65	14318285	57.29	57.88	55.86	57.68	9448981.0
2021-04-12 00:00:00-04:00	151.19	152.34	146.055	151.87	1419196.0	28.91	28.93	26.46	26.77	15049069.0	258.19	266.96	255.85	265.2	8732883	59.05	60.77	58.75	59.4	34302267.0
2021-04-13 00:00:00-04:00	150.93	153.53	147.58	153.1	1394536.0	26.97	27.57	26.47	26.85	10872624.0	266.87	275.45	266.9	273.1182	9919903	59.68	61.01	58.53	60.65	18986000.0
2021-04-14 00:00:00-04:00	152.48	157.1	150.92	151.74	1543315.0	27.12	27.59	26.39	26.68	8736233.0	274.19	278.13	256.575	258.34	12016791	60.1	61.5	59.18	59.21	17352391.0
2021-04-15 00:00:00-04:00	155.55	155.65	142.42	145.84	2580023.0	25.05	25.46	22.62	23.055	31875496.0	263.2	268.4142	260.74	263.145	8581854	59.88	61.09	59.5501	60.74	15996198.0
2021-04-16 00:00:00-04:00	144.87	151.06	144.84	150.09	1921297.0	23.12	24.05	22.86	23.3399	11959689.0	263.0	263.44	254.669	256.11	8205743	60.74	60.85	59.54	60.34	10842186.0
2021-04-19 00:00:00-04:00	147.35	153.6	139.27	141.25	2612654.0	23.66	23.63	21.55	22.55	16657676.0	250.22	253.3	242.58	245.14	9004925	60.0	60.2201	57.52	57.85	14552287.0
2021-04-20 00:00:00-04:00	141.96	147.75	140.85	147.03	2525607.0	20.6	21.46	20.2101	20.97	17883797.0	248.06	253.0	243.68	245.575	12151286	58.04	58.12	55.249	55.49	17632216.0
2021-04-21 00:00:00-04:00	144.08	155.36	142.0201	155.07	2461235.0	20.65	22.3456	20.16	22.24	11264471.0	243.11	251.4817	240.3401	245.43	9613070	55.08	56.2	54.61	55.77	10722928.0
2021-04-22 00:00:00-04:00	160.18	167.23	159.01	160.99	3569852.0	22.5	23.1	21.5	21.71	8054642.0	246.09	255.805	242.71	245.2	12377032	55.85	57.2189	55.19	56.3008	15262687.0
2021-04-23 00:00:00-04:00	163.19	168.26	162.0	166.88	2049047.0	21.88	22.42	21.72	22.13	5079047.0	243.18	247.5703	240.3401	246.38	8078887	56.59	57.95	56.39	57.94	7407498.0
2021-04-26 00:00:00-04:00	167.54	174.09	164.9	172.81	2285218.0	22.58	23.49	21.87	23.19	7653969.0	248.15	256.97	246.3	255.71	8103022	58.02	58.36	57.33	57.62	7619669.0
2021-04-27 00:00:00-04:00	173.23	175.74	169.1	171.38	2034686.0	23.35	23.88	22.65	23.54	11930170.0	256.96	260.81	253.4	253.91	5987726	58.32	58.4	57.05	57.13	12173488.0
2021-04-28 00:00:00-04:00	150.5	152.99	144.55	146.9	12187158.0	23.44	23.63	22.8601	23.47	5916904.0	253.03	258.97	249.4	254.22	5779504	57.0	58.48	56.66	58.425	8771117.0
2021-04-29 00:00:00-04:00	148.35	149.5761	140.08	143.37	4738218.0	23.4	23.54	21.98	22.58	10379962.0	257.28	259.88	245.01	247.76	6312897	59.0	59.22	53.11	54.94	42532150.0
2021-04-30 00:00:00-04:00	140.52	144.3399	139.11	139.25	3183498.0	22.05	22.76	21.83	22.16	5703498.0	244.15	249.9599	243.39	245.0	4893364	54.46	55.65	54.11	54.8	14747787.0
2021-05-03 00:00:00-04:00	140.0	140.385	134.7285	136.42	3524641.0	21.75	21.7222	20.01	20.146	13009836.0	246.6	249.4194	241.79	243.52	4829050	55.1	56.13	54.84	54.86	13018365.0
2021-05-04 00:00:00-04:00	133.7	134.93	124.16	127.83	6299368.0	19.98	21.55	19.16	20.79	15800806.0	239.03	240.19	228.6191	231.18	8799752	54.61	54.72	52.01	53.0	17945626.0
2021-05-05 00:00:00-04:00	130.2383	130.6941	124.96	126.9278	3232660.0	20.42	20.75	19.82	19.93	8537514.0	237.22	240.2	229.8	231.76	6252933	53.89	54.07	50.63	51.21	37442053.0
2021-05-06 00:00:00-04:00	123.61	125.942	117.66	121.95	4774091.0	19.96	20.0	18.68	19.18	13971366.0	235.21	235.36	216.7	224.03	12777622	48.38	49.81	45.72	46.64	76814692.0
2021-05-07 00:00:00-04:00	124.17	127.8099	121.35	123.06	2946194.0	19.08	19.8886	19.05	19.61	9056798.0	240.08	241.6994	231.1793	233.05	13946036	47.22	48.6	46.5346	47.02	26603769.0
2021-05-10 00:00:00-04:00	121.98	121.7148	116.92	118.12	3034920.0	19.62	19.59	17.85	17.97	14433401.0	230.38	230.0	216.01	216.43	12590719	47.71	47.85	45.6	45.8	23574488.0
2021-05-11 00:00:00-04:00	111.03	122.85	108.88	121.59	3578492.0	14.52	18.2	14.27	18.11	32007214.0	206.04	221.78	205.69	220.66	12931900	44.66	46.79	44.182	46.2	27262117.0
2021-05-12 00:00:00-04:00	117.09	120.7	115.96	117.18	3598966.0	17.38	17.72	15.9108	16.08	17646319.0	215.42	218.76	205.6	206.55	11123964	45.91	46.105	43.17	43.82	29605763.0
2021-05-13 00:00:00-04:00	119.04	121.25	112.32	114.61	4170265.0	16.22	16.94	15.05	15.5	13263111.0	208.29	211.5	192.29	197.185	20502817	44.99	46.1	43.5601	44.5	35111616.0
2021-05-14 00:00:00-04:00	116.68	120.14	114.61	119.715	2310968.0	15.74	16.52	15.53	16.17	10909323.0	202.47	208.3	198.17	207.85	10304705	45.08	47.71	44.85	47.415	24053659.0
2021-05-17 00:00:00-04:00	119.03	119.68	114.23	118.42	2716628.0	16.15	16.93	15.79	16.63	11748608.0	205.0	205.0	195.55	202.91	11515930	47.24	47.94	46.51	47.47	16836066.0
2021-05-18 00:00:00-04:00	119.0797	126.21	117.5	122.5	3296199.0	16.73	17.91	16.331	17.25	12170249.0	201.95	209.73	199.729	203.15	9687507	49.7	50.29	48.525	49.16	26312711.0
2021-05-19 00:00:00-04:00	119.91	130.8	119.2	130.68	4169409.0	16.52	17.27	15.86	17.26	10733685.0	193.75	200.85	192.21	200.15	15579615	47.66	49.83	47.37	49.46	15727493.0
2021-05-20 00:00:00-04:00	131.95	142.62	131.88	141.83	4908065.0	20.58	21.6299	18.7	19.8092	81875541.0	202.32	206.69	202.2	204.9	7826808	49.58	49.95	48.76	49.33	16883597.0
2021-05-21 00:00:00-04:00	143.21	144.9981	139.59	142.25	3245925.0	20.49	21.75	19.68	21.05	48262193.0	207.0	208.9	199.62	200.025	8698461	49.57	49.95	48.76	48.83	17985375.0
2021-05-24 00:00:00-04:00	143.59	145.08	138.93	140.87	2161744.0	25.31	27.7173	23.52	26.9	119089450.0	202.09	212.8	197.3	210.87	12541745	49.31	50.4	48.85	50.03	15502279.0
2021-05-25 00:00:00-04:00	142.29	143.11	136.16	138.53	2498159.0	25.43	26.34	24.7	25.59	40424839.0	212.12	219.09	211.77	216.04	13978255	50.74	51.59	50.44	50.45	14870775.0
2021-05-26 00:00:00-04:00	139.5	144.36	139.05	143.08	2505962.0	25.82	27.75	25.6	26.99	37166566.0	218.05	223.83	215.8	222.07	11125427	50.42	51.36	49.76	51.11	13757691.0
2021-05-27 00:00:00-04:00	143.24	145.5	141.66	142.39	1856698.0	27.34	32.07	26.6	31.09	46963627.0	222.38	223.39	217.66	220.9	7454702	51.44	51.69	48.72	50.975	25409025.0
2021-05-28 00:00:00-04:00	143.25	146.76	142.21	143.01	2003431.0	31.32	35.04	30.73	31.2	51499808.0	221.77	225.9	221.65	222.61	6399776	50.7	51.74	50.47	50.824	13181925.0
2021-06-01 00:00:00-04:00	144.5	146.378	137.23	139.44	2186126.0	30.05	30.61	28.12	28.93	30949452.0	223.39	227.065	218.577	221.91	6589267	51.64	51.66	49.84	50.98	13201507.0
